datetime,temperature,precipitation
2022-01-31 12:00:00,53.2,0.0
2024-01-23 03:00:00,61.7,0.0
2022-02-04 16:30:00,50.2,0.0
2024-02-05 14:30:00,53.6,2.2
2022-02-06 12:15:00,57.3,0.0
2023-02-07 14:52:00,47.7,0.0
2023-02-08 15:50:00,49.1,0.0
2023-02-08 14:15:00,50.3,0.0
2024-02-08 19:45:00,47.2,0.1
2022-02-08 11:40:00,60.3,0.0
2024-02-08 22:45:00,48.2,0.3
2024-02-09 16:15:00,47.0,0.0
2022-02-11 17:10:00,56.1,0.0
2023-02-11 23:27:00,46.0,0.0
2023-02-12 17:30:00,46.9,0.0
2022-02-05 00:00:00,51.6,0.0
2023-02-13 13:10:00,53.2,0.3
2022-02-15 12:22:00,50.9,2.6
2024-02-15 18:30:00,48.3,0.0
2022-02-15 20:14:00,46.4,0.0
2022-02-15 19:35:00,47.3,0.0
2024-11-20 15:25:00,52.4,0.0
2023-11-21 14:35:00,56.9,0.0
2022-11-21 18:45:00,50.8,0.0
2022-11-22 03:34:00,68.4,0.0
2024-11-21 01:20:00,60.4,0.0
2023-11-20 01:00:00,64.0,0.0
2023-11-21 19:07:00,50.5,0.0
2022-11-23 12:37:00,53.2,0.0
2022-11-23 18:50:00,47.8,0.0
2023-11-24 05:15:00,62.5,0.1
2024-02-16 04:30:00,61.3,0.0
2023-02-15 15:30:00,41.3,0.0
2022-02-15 19:00:00,47.3,0.0
2023-02-17 12:00:00,47.0,0.0
2024-02-21 12:00:00,53.1,0.0
2024-02-22 16:47:00,51.0,0.0
2022-02-22 17:00:00,48.5,0.4
2024-02-22 16:50:00,51.0,0.0
2023-02-23 04:45:00,50.2,0.1
2023-02-22 17:35:00,46.7,0.2
2024-02-28 12:30:00,55.8,0.0
2022-02-28 16:40:00,49.8,0.0
2024-03-04 18:30:00,50.5,0.0
2022-03-05 16:00:00,50.5,0.0
2024-03-05 17:07:00,50.1,0.0
2022-03-05 19:40:00,49.9,0.0
2024-03-07 19:07:00,49.4,0.0
2024-03-08 15:37:00,50.7,0.0
2022-03-08 17:07:00,47.2,0.0
2024-03-08 23:27:00,52.4,0.0
2023-03-10 14:15:00,55.2,0.4
2022-03-10 20:07:00,44.5,0.0
2022-03-11 15:10:00,49.6,0.0
2024-03-07 16:45:00,50.5,0.0
2024-03-07 04:45:00,59.1,0.3
2024-03-12 17:25:00,54.2,0.0
2022-03-13 21:27:00,50.9,0.0
2024-03-13 15:05:00,52.3,0.0
2022-03-14 04:52:00,66.7,0.0
2023-03-08 23:27:00,47.7,0.0
2022-03-14 13:00:00,54.9,0.0
2022-03-16 07:50:00,66.3,0.0
2024-03-16 02:00:00,59.4,0.0
2022-03-16 02:05:00,59.7,0.0
2023-03-17 03:30:00,57.5,0.0
2024-03-18 15:40:00,54.2,0.0
2024-03-16 08:07:00,61.3,0.0
2024-05-02 06:45:00,67.6,0.0
2022-03-19 12:37:00,57.6,0.0
2023-03-18 02:42:00,61.4,0.0
2022-03-19 13:37:00,57.4,0.0
2022-03-12 17:30:00,49.4,0.0
2022-03-21 15:25:00,55.6,0.0
2022-03-22 01:00:00,64.7,0.0
2022-03-22 09:00:00,70.7,0.0
2024-03-22 16:30:00,55.9,0.0
2023-03-22 21:21:00,47.3,0.0
2024-02-21 12:30:00,53.1,0.0
2023-03-29 02:30:00,53.8,0.2
2022-03-31 12:00:00,56.7,0.1
2023-06-27 12:22:00,62.0,0.0
2022-06-28 12:00:00,70.6,0.0
2022-07-03 16:32:00,63.5,0.0
2024-07-04 09:30:00,72.1,0.0
2023-07-03 16:00:00,62.3,0.0
2022-07-04 18:37:00,62.0,0.0
2023-07-07 09:00:00,67.5,0.0
2024-07-13 10:28:00,71.2,0.0
2022-07-18 15:53:00,66.4,0.0
2023-07-18 14:00:00,67.2,0.0
2024-07-19 10:18:00,72.3,0.0
2022-07-23 04:15:00,72.6,0.0
2024-07-23 12:45:00,70.3,0.0
2022-07-25 22:00:00,64.3,0.0
2022-01-27 20:34:00,50.5,0.0
2024-07-30 17:25:00,63.0,0.0
2023-04-01 22:30:00,50.4,0.0
2023-02-28 03:55:00,54.2,0.1
2024-04-01 08:42:00,59.7,0.0
2022-04-01 01:50:00,58.4,0.0
2023-04-01 17:46:00,47.7,0.0
2023-04-02 13:05:00,55.2,0.0
2023-03-18 01:15:00,56.0,0.0
2022-04-03 13:20:00,57.6,0.0
2024-04-03 11:32:00,57.5,0.0
2024-04-05 03:22:00,53.0,0.0
2023-04-05 11:30:00,53.2,0.0
2022-04-06 04:45:00,72.9,0.0
2023-04-07 02:22:00,59.2,0.0
2022-04-04 15:15:00,56.9,0.0
2022-04-08 19:35:00,61.0,0.0
2024-04-09 04:25:00,69.5,0.0
2022-04-10 08:20:00,65.7,0.0
2022-04-09 17:45:00,56.9,0.0
2022-04-11 11:55:00,58.8,0.0
2023-04-07 11:17:00,53.8,0.0
2023-04-13 07:30:00,55.1,0.3
2022-04-14 07:45:00,64.1,0.0
2023-04-14 09:45:00,57.8,0.0
2022-04-14 17:00:00,53.6,0.0
2023-04-16 12:52:00,53.1,0.0
2022-04-19 05:45:00,67.0,0.0
2022-02-25 00:00:00,46.3,0.0
2023-04-20 03:00:00,66.8,0.0
2022-04-20 12:50:00,57.1,0.0
2022-04-21 04:22:00,64.9,0.0
2023-04-19 15:30:00,51.5,0.0
2022-04-17 05:00:00,66.2,0.0
2023-04-23 14:24:00,56.0,0.0
2024-04-25 09:50:00,62.0,0.0
2024-04-25 12:36:00,57.3,0.0
2024-03-27 12:00:00,55.0,0.0
2024-04-26 16:00:00,56.7,0.0
2022-04-26 16:03:00,57.6,0.0
2024-04-27 05:10:00,63.6,0.0
2024-04-28 13:00:00,58.3,0.0
2024-04-28 19:02:00,52.1,0.0
2024-04-24 04:00:00,64.9,0.0
2022-04-29 17:42:00,55.4,0.0
2024-04-29 14:22:00,57.7,0.0
2024-04-29 20:50:00,53.8,0.0
2022-04-29 18:15:00,54.8,0.0
2022-04-29 17:57:00,55.4,0.0
2022-04-29 20:27:00,55.6,0.0
2023-04-30 15:28:00,55.8,0.0
2022-04-30 21:07:00,56.5,0.0
2024-10-02 17:45:00,64.5,0.0
2024-10-02 17:25:00,64.5,0.0
2023-10-02 19:12:00,56.4,0.0
2024-10-03 17:19:00,63.3,0.0
2024-10-04 13:33:00,64.5,0.0
2022-10-04 11:55:00,68.8,0.0
2024-10-04 14:05:00,64.2,0.0
2022-10-04 14:15:00,65.8,0.0
2024-10-05 01:45:00,62.6,0.0
2022-10-05 02:45:00,69.0,0.0
2024-10-05 20:40:00,62.9,0.0
2023-10-02 18:00:00,57.3,0.0
2022-10-07 12:30:00,67.8,0.0
2024-10-07 16:29:00,62.8,0.0
2023-10-07 13:20:00,68.4,0.0
2024-10-07 17:30:00,61.8,0.0
2023-10-07 17:37:00,67.2,0.0
2023-10-07 14:30:00,66.9,0.0
2024-10-05 21:29:00,63.1,0.0
2024-08-15 16:30:00,67.6,0.0
2023-10-08 12:30:00,69.5,0.0
2022-10-07 03:55:00,72.7,0.0
2022-10-08 21:27:00,65.7,0.0
2024-10-09 14:05:00,62.8,0.0
2022-01-28 23:01:00,51.6,0.0
2022-01-29 04:00:00,64.3,0.0
2022-01-30 08:40:00,59.8,0.0
2024-01-30 10:10:00,56.6,0.0
2022-01-31 16:35:00,53.2,0.0
2023-05-01 23:30:00,55.1,0.0
2022-05-02 03:15:00,65.0,0.0
2024-05-04 08:30:00,65.8,0.0
2024-05-01 13:00:00,59.1,0.0
2024-05-06 12:00:00,59.2,0.0
2024-10-09 13:30:00,62.6,0.0
2023-10-09 17:22:00,61.9,0.0
2022-10-10 12:25:00,65.8,0.0
2024-10-10 20:30:00,59.1,0.0
2024-10-09 20:52:00,58.8,0.0
2023-10-10 01:40:00,64.6,0.0
2023-10-11 16:22:00,62.7,0.0
2023-10-11 15:10:00,62.4,0.1
2024-10-07 21:55:00,61.4,0.0
2024-10-12 14:37:00,60.1,0.0
2023-10-12 23:19:00,59.7,0.0
2024-10-12 23:27:00,59.0,0.0
2022-10-11 22:47:00,66.1,0.1
2024-10-11 20:30:00,58.1,0.0
2024-10-13 21:47:00,60.4,0.0
2024-10-14 10:15:00,65.1,0.0
2024-10-14 22:18:00,62.1,0.0
2023-10-14 16:25:00,64.9,0.0
2024-10-15 14:12:00,61.3,0.0
2024-10-15 15:27:00,61.2,0.0
2022-10-16 11:21:00,64.8,0.0
2023-10-15 17:00:00,61.4,0.0
2024-10-16 17:00:00,61.5,0.0
2023-10-16 13:10:00,65.8,0.0
2022-10-11 16:00:00,64.9,0.0
2024-10-17 13:10:00,62.3,0.1
2024-10-15 14:22:00,61.3,0.0
2024-10-17 14:22:00,62.2,0.0
2024-10-17 16:00:00,61.1,0.0
2023-10-18 03:00:00,73.9,0.0
2024-10-18 01:57:00,63.6,0.0
2023-10-18 14:10:00,65.8,0.0
2022-10-18 17:25:00,65.8,0.0
2022-10-19 15:37:00,68.2,0.0
2023-10-19 20:19:00,63.2,0.0
2024-10-20 04:30:00,80.0,0.0
2022-10-21 16:26:00,64.1,0.0
2024-10-21 02:00:00,72.1,0.0
2023-10-21 16:15:00,63.6,0.0
2023-10-21 16:15:00,63.6,0.0
2023-10-21 19:45:00,64.0,0.0
2022-10-21 19:15:00,63.2,0.0
2023-10-21 20:44:00,63.4,0.0
2023-10-22 02:07:00,66.7,0.0
2024-10-22 09:30:00,72.6,0.0
2024-10-21 04:00:00,78.5,0.0
2023-10-22 15:10:00,64.2,0.0
2023-10-22 16:00:00,63.2,0.2
2022-10-22 17:25:00,61.8,0.4
2022-10-22 05:00:00,66.5,0.0
2024-10-22 19:16:00,61.1,0.0
2023-10-22 12:00:00,64.9,0.1
2024-10-22 17:45:00,65.8,0.0
2022-10-23 04:15:00,66.7,0.0
2024-10-23 12:29:00,66.8,0.0
2024-10-23 13:10:00,67.1,0.0
2024-10-16 12:45:00,62.0,0.0
2022-10-23 12:20:00,62.2,0.0
2022-10-23 18:26:00,55.5,0.0
2022-10-22 01:00:00,64.3,0.0
2024-10-25 12:25:00,62.3,0.0
2023-10-25 14:20:00,60.3,0.0
2022-10-25 19:32:00,57.0,0.0
2022-10-26 13:35:00,62.0,0.0
2023-10-26 18:00:00,58.4,0.0
2023-10-27 11:46:00,62.2,0.0
2024-10-27 14:10:00,63.1,0.0
2024-10-27 08:45:00,71.8,0.0
2023-10-28 00:00:00,55.1,0.0
2024-10-28 14:22:00,60.8,0.1
2024-10-28 14:40:00,60.8,0.1
2022-10-26 17:37:00,58.8,0.0
2022-10-28 18:40:00,59.6,0.0
2023-10-28 15:55:00,57.7,0.0
2024-10-28 03:42:00,67.7,0.0
2023-10-29 06:15:00,79.1,0.0
2022-10-29 15:42:00,58.0,0.0
2022-10-28 18:05:00,59.6,0.0
2022-10-29 12:00:00,61.3,0.0
2022-10-29 20:30:00,55.0,0.0
2023-10-30 16:30:00,60.5,0.0
2024-01-10 17:52:00,54.2,0.0
2023-12-01 11:55:00,53.8,0.0
2022-12-01 11:50:00,52.4,0.0
2022-09-11 14:24:00,72.1,0.0
2024-12-01 00:25:00,,
2023-09-11 05:40:00,83.7,0.0
2023-12-02 00:30:00,53.3,0.0
2022-12-03 13:45:00,53.1,0.0
2023-12-03 17:27:00,46.9,0.0
2022-09-30 17:35:00,63.7,0.0
2024-08-01 02:30:00,72.9,0.0
2022-08-01 04:00:00,76.2,0.0
2023-08-06 01:30:00,70.2,0.0
2024-08-07 17:45:00,65.4,0.0
2022-08-08 11:35:00,73.0,0.0
2022-08-08 12:00:00,71.7,0.0
2023-08-09 07:45:00,77.3,0.0
2022-08-09 03:15:00,79.2,0.0
2022-08-09 10:45:00,77.5,0.0
2024-12-03 19:15:00,,
2022-12-04 19:11:00,57.7,0.0
2024-12-04 21:00:00,,
2022-12-01 03:40:00,58.6,0.0
2024-12-04 17:30:00,,
2024-12-05 15:57:00,,
2022-12-06 08:52:00,57.1,0.0
2022-12-06 17:22:00,50.9,0.0
2024-12-05 15:07:00,,
2023-12-06 12:00:00,54.8,0.0
2022-12-05 12:55:00,54.3,0.0
2023-12-06 14:30:00,57.8,0.0
2023-09-11 06:30:00,79.4,0.0
2024-09-12 17:30:00,63.9,0.0
2022-09-14 05:30:00,72.1,0.0
2024-12-07 19:50:00,,
2024-12-08 17:07:00,,
2023-12-08 16:55:00,46.7,0.0
2022-12-08 23:34:00,39.5,0.0
2023-12-09 12:10:00,59.1,0.0
2022-12-09 14:30:00,46.9,0.0
2023-12-08 23:45:00,50.9,0.0
2024-12-06 02:15:00,,
2024-12-10 14:09:00,,
2022-11-26 02:20:00,65.4,0.0
2022-12-10 00:40:00,49.0,0.0
2023-12-12 09:30:00,57.7,0.0
2023-12-13 12:00:00,53.3,0.0
2023-12-13 14:45:00,51.7,0.0
2023-12-13 19:45:00,46.5,0.0
2023-12-14 23:23:00,48.8,0.0
2023-12-12 20:07:00,47.1,0.0
2022-12-16 17:30:00,44.5,0.0
2024-12-17 11:09:00,,
2023-12-17 13:43:00,61.2,0.0
2023-12-17 18:15:00,58.8,0.0
2024-12-18 13:22:00,,
2022-12-18 23:11:00,39.5,0.0
2024-12-21 11:47:00,,
2024-09-18 03:30:00,69.4,0.0
2024-12-28 15:00:00,,
2022-12-24 13:00:00,53.8,0.0
2022-12-28 05:16:00,60.4,0.0
2024-12-30 20:15:00,,
2024-09-01 14:45:00,66.9,0.0
2023-09-01 03:45:00,74.6,0.0
2022-09-02 16:50:00,73.8,0.0
2024-09-02 11:25:00,70.0,0.0
2024-09-04 14:00:00,72.9,0.0
2023-09-06 20:03:00,62.4,0.0
2022-02-24 19:19:00,39.5,0.0
2024-02-24 20:48:00,51.2,0.0
2024-02-24 21:33:00,50.9,0.0
2023-02-24 00:00:00,49.2,0.0
2024-02-24 14:07:00,53.8,0.0
2024-02-26 09:50:00,56.8,0.0
2023-02-26 17:30:00,42.1,0.0
2024-02-26 18:45:00,53.5,0.0
2023-02-26 18:45:00,42.7,0.0
2022-02-25 14:22:00,46.5,0.0
