type,price,location,date,time,weather,rain
bicycle,600,warren literature bldg,02/05/2021,17:50,47.1,0.0
bicycle,150,warren apartments,02/06/2021,21:06,46.3,0.0
bicycle,99,one miramar,02/07/2021,09:30,58.0,0.0
bicycle,400,camp snoopy res hall,02/07/2021,03:15,59.3,0.0
bicycle,350,sixth college apartments,01/13/2021,02:55,55.8,0.0
bicycle,500,1 miramar street,02/08/2021,06:15,48.7,0.0
bicycle,850,sandford medical education building,02/09/2021,14:15,54.1,0.0
bicycle,670,telemedicine center,02/09/2021,14:00,48.3,0.0
bicycle,560,mesa nueva - cresta,02/11/2021,10:25,64.0,0.0
skateboard,180,10010 n. torrey pines rd.,02/11/2021,14:07,60.9,0.0
bicycle,-1,tioga hall,02/12/2021,23:47,49.4,0.0
bicycle,200,earth hall,02/07/2021,06:45,55.0,0.1
bicycle,500,del sol apts,02/15/2021,13:45,54.4,0.0
bicycle,200,one miramar st apts,02/15/2021,04:00,61.7,0.0
bicycle,25,8212 regents rd,02/15/2021,09:30,54.2,0.0
bicycle,400,charles david keeling apts bldg 1,02/16/2021,22:57,61.5,0.0
bicycle,500,ntpll - catalyst,02/13/2021,12:00,54.4,0.0
bicycle,-1,warren mall,02/17/2021,16:24,51.9,0.0
bicycle,200,la jolla del sol apts,02/18/2021,02:00,67.6,0.0
bicycle,400,earth hall,02/17/2021,05:52,48.7,0.0
bicycle,350,ntpll - kaleidoscope,02/19/2021,14:00,60.5,0.0
bicycle,250,gilman dr,02/15/2021,19:30,66.7,0.0
bicycle,-1,marshall apartments,02/25/2021,14:57,66.6,0.0
bicycle,399,lower marshall apartments,02/25/2021,05:00,57.5,0.0
bicycle,-1,price center,02/25/2021,18:40,72.6,0.0
bicycle,150,regents rd,07/26/2021,02:30,58.9,0.0
bicycle,1254,la jolla del sol apts,08/17/2021,00:00,62.1,0.0
bicycle,699,nuevo  tierra,08/22/2021,22:00,62.3,0.0
bicycle,399,marshall college,08/27/2021,08:25,65.4,0.0
bicycle,-1,la jolla village dr,08/31/2021,16:09,55.0,0.0
bicycle,800,pepper canyon apartments,11/01/2021,06:15,62.3,0.0
bicycle,900,gilman dr,11/01/2021,07:30,48.1,0.0
bicycle,20,computer sciences and engineering building,11/01/2021,22:17,63.1,0.0
bicycle,1600,la jolla del sol apts,10/28/2021,02:30,67.6,0.0
bicycle,599,upper marshal apts,11/02/2021,04:30,49.4,0.0
scooter,460,sixth college apts,11/03/2021,06:15,69.8,0.0
scooter,400,canyon vista,11/04/2021,07:00,70.9,0.0
bicycle,500,la jolla del sol apts,11/04/2021,01:15,66.7,0.0
bicycle,700,warren goldberg,11/04/2021,04:30,78.4,0.0
bicycle,2000,africa hall ,11/07/2021,15:00,66.7,0.0
bicycle,200,nuevo  - brisa,11/07/2021,15:30,66.6,0.0
scooter,500,sequoyah hall,11/08/2021,19:30,64.3,0.0
scooter,450,sixth college / blue bowl restaurant,11/08/2021,20:15,59.1,0.0
scooter,800,applied physics and math bldg,11/08/2021,20:25,72.8,0.0
bicycle,450,geisel library,11/09/2021,11:22,65.5,0.0
scooter,268,marshall uppers apts g,11/10/2021,06:30,67.4,0.0
scooter,360,gilman dr,11/14/2021,03:30,69.4,0.0
scooter,950,social sciences research building,11/15/2021,19:40,57.7,0.0
scooter,949,price center,11/15/2021,16:45,67.4,0.0
scooter,800,7th college,11/17/2021,11:25,52.7,0.0
bicycle,800,north america & latin america hall,11/16/2021,14:00,52.7,0.0
bicycle,300,miramar street,11/16/2021,01:37,53.1,0.0
bicycle,600,ucsd police department,11/18/2021,11:00,53.5,0.0
bicycle,40,south mesa apartments,11/19/2021,10:32,53.5,0.0
bicycle,200,geisel,11/21/2021,08:32,59.5,0.0
bicycle,800,gilman transit center,11/20/2021,09:00,66.9,0.0
bicycle,120,voigt dr/ matthew ln,11/21/2021,16:30,78.2,0.0
bicycle,1200,ucsd police department,11/22/2021,12:35,57.3,0.0
bicycle,600,geisel,11/23/2021,02:45,55.3,0.0
bicycle,1500,prebys conrad music center,11/24/2021,14:22,57.7,0.0
bicycle,600,pepper canyon apartments,11/22/2021,12:27,56.4,0.0
bicycle,500,sixth lane,11/27/2021,22:10,61.3,0.0
bicycle,400,center hall,11/26/2021,09:05,57.9,0.0
scooter,1000,seventh college  building 3,11/28/2021,02:30,53.5,0.0
bicycle,200,mesa nueva - cala,11/26/2021,05:45,56.7,0.0
bicycle,600,seventh college  1,11/28/2021,14:50,60.3,0.0
scooter,550,price center - triton statue,11/24/2021,10:05,61.5,0.0
bicycle,500,9735 justice ln -  room,11/26/2021,09:00,64.9,0.0
bicycle,800,blake / argo hall ,11/27/2021,00:15,59.3,0.0
bicycle,-1, under crouton's,11/29/2021,13:10,58.1,0.0
bicycle,800,nuevo  - piedra,11/29/2021,09:00,65.0,0.0
bicycle,200,3967 miramar st,11/30/2021,03:50,62.4,0.0
scooter,318,library walk,11/30/2021,16:30,66.6,0.0
scooter,800,library walk,11/30/2021,17:35,68.3,0.0
bicycle,500,seventh college  #3,11/27/2021,13:30,73.1,0.0
bicycle,-1,la jolla del sol apartments,05/01/2021,10:45,54.7,0.0
bicycle,700,discovery way,05/03/2021,01:12,59.1,0.0
bicycle,699,catalyst parking structure,05/03/2021,02:00,63.1,0.0
bicycle,53,1 miramar st,05/06/2021,00:02,56.0,0.0
bicycle,850,thurgood marshall upper apts,05/14/2021,21:15,56.8,0.0
bicycle,450,1 miramar st,05/03/2021,09:40,61.4,0.0
bicycle,1000,muir college,05/13/2021,01:35,69.2,0.0
bicycle,625,muir college,05/14/2021,05:50,56.2,0.0
bicycle,1200,mesa nueva,05/19/2021,00:15,64.0,0.0
bicycle,200,nuevo ,05/22/2021,23:25,61.4,0.0
bicycle,500,tenaya hall,05/25/2021,06:02,74.8,0.0
bicycle,900,biomedical library,05/26/2021,10:00,68.5,0.0
scooter,700,ntpll - parking,05/26/2021,19:15,65.2,0.0
bicycle,-1,moores cancer center,09/08/2021,08:00,64.9,0.0
bicycle,550,regents rd,09/10/2021,16:45,64.2,0.0
bicycle,800,mesa nueva - ola parking structure,09/13/2021,08:45,63.7,0.0
bicycle,130,leichtag family foundation biomed,09/15/2021,13:30,70.6,0.0
bicycle,50,medical teaching facility,03/13/2020,17:30,74.3,0.0
bicycle,-1,seventh college ,09/18/2021,12:00,61.1,0.0
bicycle,-1,osler parking structure,09/18/2021,17:47,57.3,0.0
bicycle,400,rebecca and john moores cancer center,09/08/2021,08:17,76.6,0.0
bicycle,54,scholars dr north,09/25/2021,01:45,61.4,0.0
bicycle,600,nuevo  - viento,09/25/2021,16:29,56.4,0.0
bicycle,700,mesa nueva - exchange,09/25/2021,18:00,74.8,0.0
bicycle,700,pangea parking structure,09/28/2021,11:08,68.4,0.0
bicycle,600,seventh college  bldg 3,09/29/2021,00:45,74.8,0.0
bicycle,430,central mesa apts,07/10/2020,01:52,63.8,0.0
bicycle,400,central mesa apts,07/10/2020,02:00,54.7,0.5
bicycle,-1,central mesa apts,07/13/2020,13:28,67.9,0.0
bicycle,-1,arbor parking structure - hillcrest,07/12/2020,19:40,67.1,0.0
bicycle,-1,arbor parking structure - hillcrest,07/13/2020,19:35,67.9,0.0
bicycle,100,9250 regents rd,07/15/2020,12:00,66.0,0.0
bicycle,200,revelle apts bldg 1,07/19/2020,05:30,76.2,0.0
bicycle,150,south mesa apts,07/24/2020,18:10,61.8,0.0
bicycle,150,regents rd,07/28/2020,02:37,68.1,0.0
bicycle,750,mesa nueva,07/28/2020,21:30,64.6,0.0
bicycle,600,mesa nueva - cala,07/30/2020,15:11,66.4,0.0
bicycle,-1,marshal college,06/01/2020,01:29,68.7,0.0
bicycle,-1,ucsd medical facility - hillcrest,06/03/2020,17:00,62.7,0.0
bicycle,459,miramar street,06/09/2020,12:00,74.6,0.0
bicycle,150,serf building,06/05/2020,00:00,62.9,0.3
bicycle,200,one miramar street,06/13/2020,16:10,61.3,0.0
bicycle,100,school of medicine,06/18/2020,14:30,61.9,0.0
bicycle,500,torrey pines scenic drive,06/18/2020,03:00,68.6,0.0
bicycle,500,mesa nueva - artesa ,05/01/2020,10:22,65.8,0.0
bicycle,1098,lebon drive,06/26/2020,02:00,69.2,0.0
bicycle,150,del sol apartments,06/30/2020,00:50,63.2,0.0
bicycle,200,north point lane - near trailhead,06/30/2020,11:52,65.4,0.0
bicycle,300,central mesa apartments,06/28/2020,10:07,51.6,0.0
bicycle,775,seventh college  bldg 8,11/22/2020,05:00,54.1,0.0
bicycle,400,9500 gilman dr,12/09/2020,22:55,55.1,0.0
bicycle,-1,south mesa apts,12/09/2020,22:15,54.8,0.0
bicycle,300,scholars dr north,11/30/2020,08:45,66.4,0.0
bicycle,-1,marshall field,12/12/2020,02:30,66.3,0.0
bicycle,350,sixth college parking garage,12/14/2020,03:30,59.1,0.0
bicycle,500,price center target,12/16/2020,19:32,56.6,3.9
bicycle,350,tioga hall,12/15/2020,02:15,61.3,0.0
bicycle,100,residence hall,12/16/2020,04:45,58.5,0.0
bicycle,900,argo hall,12/15/2020,14:15,66.7,0.0
bicycle,100,one miramar street,12/27/2020,15:22,67.3,0.0
bicycle,600,the village ,02/29/2020,22:50,50.1,0.0
bicycle,500,the village ,03/02/2020,11:00,50.1,0.0
bicycle,129,costa verde hall,03/09/2020,08:07,63.9,0.0
bicycle,200,center hall,03/10/2020,07:50,57.1,0.0
bicycle,400,kneeling north tower,03/11/2020,11:30,59.7,0.0
bicycle,800,student services center,03/12/2020,05:55,47.2,0.0
bicycle,350,geneva hall,03/11/2020,06:25,63.4,0.0
bicycle,300,argo hall ,03/09/2020,01:00,66.0,0.0
scooter,400,oceanview terrace - bridge,03/12/2020,00:00,57.7,1.3
bicycle,75,miramar st,03/12/2020,16:57,53.5,0.0
bicycle,450,revelle administration bldg - ,02/07/2020,20:30,47.4,0.0
bicycle,500,mesa nueva - cala,04/03/2020,16:35,52.9,0.0
scooter,-1,canyon vista dining hall,04/04/2020,16:35,55.0,0.0
bicycle,150,mesa nueva - artesa,04/04/2020,05:55,60.0,0.0
bicycle,200,regents rd,04/05/2020,04:30,58.8,0.0
bicycle,850,the village ,04/16/2020,01:35,61.2,0.0
bicycle,-1,rebecca and john moores cancer center,04/20/2020,13:57,57.2,0.0
bicycle,120,south mesa apartments,04/20/2020,03:00,60.1,0.2
bicycle,200,lebon dr,04/23/2020,11:05,65.3,0.0
bicycle,-1,uc san diego health - la jolla,04/28/2020,14:00,61.7,0.0
bicycle,150,1 miramar st bldg 1,01/05/2020,03:15,61.5,0.0
bicycle,-1,douglas hall,12/25/2019,00:30,51.3,0.0
bicycle,750,matthews apts b,12/25/2019,17:20,50.9,1.4
bicycle,-1,thurgood marshall ln/scholars dr north,01/06/2020,12:13,57.9,0.0
scooter,550,engineering building unit 3b,01/06/2020,16:05,52.3,0.0
bicycle,275,tioga hall,01/07/2020,16:05,48.8,0.0
bicycle,30,lebon dr,01/07/2020,11:20,53.0,0.0
bicycle,400,regents rd,01/09/2020,01:45,56.1,0.1
scooter,600,sixth college apartment,01/08/2020,15:15,52.0,0.0
bicycle,400,miramar street,01/08/2020,20:35,52.8,0.0
bicycle,-1,muir commons,01/09/2020,14:53,48.1,0.0
bicycle,125,revelle keeling south tower apartments,01/09/2020,11:37,52.4,0.2
bicycle,700,engineering unit building 3a,01/08/2020,12:10,52.7,0.0
bicycle,-1,tuolumne apts,01/09/2020,14:25,48.1,0.0
bicycle,670,del sol apts,01/11/2020,00:50,48.7,0.0
bicycle,850,ledden auditorium ,01/16/2020,10:10,53.8,0.0
bicycle,300,tioga hall,01/17/2020,12:12,51.9,0.0
bicycle,-1,mesa nueva building b,01/20/2020,14:30,54.7,0.0
bicycle,500,atlantis hall,01/19/2020,01:20,59.7,0.0
bicycle,65,warren goldberg,01/21/2020,19:42,52.0,0.0
bicycle,900,64 degrees,01/22/2020,12:15,52.4,0.0
bicycle,400,sequoyah hall,01/22/2020,18:25,49.0,0.0
bicycle,-1,ucsd medical facility - hillcrest,01/21/2020,17:15,54.0,0.0
bicycle,800,mesa nueva building a,01/23/2020,12:00,57.9,0.0
bicycle,700,mesa nueva fitness facility bicycle rack,01/20/2020,18:10,53.8,0.1
bicycle,600,miramar street,01/20/2020,18:10,53.8,0.1
bicycle,420,beagle hall,01/25/2020,07:37,60.6,0.0
bicycle,210,natural sciences building,01/28/2020,20:17,50.7,0.0
scooter,59,pepper canyon hall,01/29/2020,14:17,84.1,0.0
scooter,634,geisel library,01/30/2020,20:45,85.6,0.0
skateboard,700,keeling apartment,01/09/2020,15:55,69.7,0.0
bicycle,800,tioga hall,10/03/2020,01:15,80.2,0.0
bicycle,1027,ntpll - kaleidoscope,10/03/2020,00:00,81.9,0.0
skateboard,-1,seventh college  building 3,10/03/2020,14:39,65.8,0.0
bicycle,225,keeling apartments building 1,10/03/2020,02:30,74.1,0.0
bicycle,829,ntpll - tapestry,10/02/2020,07:10,64.7,0.0
bicycle,603,sixth college - catalyst,10/05/2020,04:30,63.1,0.0
bicycle,300,kaleidoscope res hall,10/02/2020,06:15,63.7,0.0
bicycle,300,revelle argo,10/04/2020,07:55,55.9,0.0
bicycle,200,ntpll - kaleidoscope,10/04/2020,06:30,48.1,0.0
bicycle,-1,la jolla del sol,10/06/2020,12:00,47.6,0.0
bicycle,850,tioga hall,10/05/2020,08:30,75.3,0.0
bicycle,900,9610 scholars dr north,10/05/2020,07:10,69.2,0.0
bicycle,1300,parking garage - catalyst bldg,10/09/2020,16:10,71.7,0.0
bicycle,700,seventh college bldg 6,10/11/2020,05:25,80.2,0.0
bicycle,600,scholars dr north,10/10/2020,16:42,83.7,0.0
bicycle,150,seventh college #5,10/11/2020,18:10,85.7,0.0
bicycle,700,center hall,06/20/2020,12:30,85.6,0.0
bicycle,807,9321 discovery wy,10/12/2020,23:55,63.1,0.0
bicycle,-1,9906 scholars dr north,10/12/2020,21:10,61.9,0.0
bicycle,550,"keeling apts, bldg 3",10/13/2020,03:00,85.1,0.0
bicycle,527,9334 redwood dr,10/13/2020,05:30,87.5,0.0
bicycle,-1,bonner hall,10/13/2020,10:12,77.7,0.0
bicycle,-1,argo hall,10/13/2020,07:02,86.7,0.0
bicycle,-1,catalyst parking garage,10/03/2020,14:57,71.7,0.0
bicycle,500,one miramar st bldg 1,10/11/2020,04:00,74.5,0.0
bicycle,500,3391 lebon dr,09/22/2020,03:30,75.4,0.0
bicycle,-1,ucsd police department,10/17/2020,12:36,68.1,0.0
bicycle,800,marshall res hall,10/17/2020,18:39,64.6,0.0
bicycle,950,north torrey pines rd,10/13/2020,11:30,74.8,0.0
bicycle,700,galbraith hall,10/19/2020,16:30,64.5,0.0
bicycle,3000,natural science building,10/19/2020,15:30,65.2,0.0
bicycle,200, ,10/18/2020,16:07,66.2,0.0
bicycle,300,scholars drive north,10/18/2020,21:15,65.8,0.0
bicycle,-1,scholars dr north,10/25/2020,10:28,63.7,0.0
bicycle,600,seventh college bldg 6,10/20/2020,03:00,70.2,0.0
bicycle,500,revelle meteor hall,10/28/2020,09:12,67.5,0.0
bicycle,630,geneva hall,10/29/2020,05:02,75.5,0.0
bicycle,250,pines dining hall,02/02/2020,16:36,55.8,0.1
bicycle,550,sixth college apartments,02/04/2020,10:25,53.8,0.0
bicycle,-1,1 miramar bldg 2,02/06/2020,13:45,54.0,0.0
bicycle,7500, campus office building,02/06/2020,10:52,51.3,0.0
bicycle,549,tioga residence hall,02/07/2020,01:55,55.1,0.0
bicycle,600,mesa nueva bldg a,12/22/2019,05:18,50.8,0.0
bicycle,200,central mesa apts,02/11/2020,14:00,51.2,0.0
bicycle,1700,sixth college apts,02/12/2020,01:22,51.1,0.0
bicycle,900,blake hall,02/07/2020,16:00,52.3,0.0
bicycle,150,cognitive science building,02/12/2020,20:15,52.8,0.0
bicycle,170,biomedical science building,02/09/2020,07:17,56.1,0.0
scooter,450,computer sciences and engineering building,02/18/2020,22:39,52.4,0.0
bicycle,400,leichtag building,02/18/2020,15:22,52.2,0.0
bicycle,299,hopkins dr,02/15/2020,13:45,54.3,0.0
bicycle,-1,uc san diego health - hillcrest,02/15/2020,10:02,56.3,0.0
bicycle,800,uc san diego campus,02/19/2020,17:20,61.9,0.0
bicycle,30,sixth college apartments,02/19/2020,15:30,48.4,0.0
bicycle,500,scholars dr,02/17/2020,14:35,56.3,0.0
bicycle,400,spanos athletic training center,02/15/2020,14:00,51.8,0.0
bicycle,420,the village ,02/16/2020,14:30,44.6,0.0
bicycle,1200,café ventanas,02/21/2020,01:30,72.3,0.0
bicycle,900,tuolumne apartments,02/21/2020,12:00,83.0,0.0
bicycle,100,rita atkinson,02/21/2020,01:30,84.7,0.0
bicycle,600,matthews apartments,02/25/2020,22:47,65.6,0.0
scooter,200,lyman avenue,02/23/2020,00:00,72.1,0.0
bicycle,151,price center ,08/04/2020,11:00,76.0,0.0
bicycle,-1,central mesa apts,08/04/2020,23:16,74.4,0.0
bicycle,-1,one miramar st bldg 2,08/09/2020,04:56,57.8,0.0
bicycle,600,miramar street,08/10/2020,17:40,56.6,0.0
bicycle,250,miramar street,07/23/2020,03:45,81.1,0.0
bicycle,-1,campus point parking structure e,08/19/2020,13:45,63.7,0.0
bicycle,400,1 miramar st,08/19/2020,07:00,57.4,0.0
bicycle,-1, campus medical center central plant,08/20/2020,05:52,63.7,0.0
bicycle,950,mesa nueva - arena,08/29/2020,15:00,57.2,0.0
bicycle,-1,seventh college  #8,11/01/2020,01:22,56.0,0.0
bicycle,600,marshal res hall,11/01/2020,05:10,67.1,0.0
bicycle,550,village ,11/01/2020,02:22,63.7,0.0
bicycle,-1,sulpizio cardiovascular center,11/01/2020,19:45,74.8,0.0
bicycle,569,keeling building 3,11/03/2020,18:45,64.4,0.0
bicycle,2149,la jolla del sol apartments,11/05/2020,02:30,69.6,0.0
bicycle,500,mesa nueva,11/06/2020,01:30,68.5,0.0
bicycle,-1,meteor hall,11/01/2020,18:00,64.2,0.0
bicycle,499,canyon vista - bicycle rack,11/07/2020,00:15,60.2,0.1
bicycle,1500,ntpll - kaleidoscope,11/14/2020,21:45,51.4,0.0
bicycle,400,harlan hall,11/13/2020,21:30,54.4,0.0
bicycle,370,scholars dr,11/16/2020,06:00,76.3,0.0
bicycle,150,miramar street,11/18/2020,11:25,56.2,0.0
bicycle,150,seventh  tower,11/17/2020,20:30,55.0,0.0
bicycle,535,argo hall and galathea,11/17/2020,22:10,51.7,0.0
bicycle,800,blacks hall,11/18/2020,02:55,63.6,0.0
bicycle,-1,lot 601 - ,11/19/2020,20:25,52.0,0.0
bicycle,-1,bates hall,11/19/2020,03:05,66.6,0.0
bicycle,50,middle earth lounge,11/22/2020,06:00,65.7,0.0
bicycle,420,tuolomne apts,11/19/2020,09:00,58.7,0.0
bicycle,700,oceanview terrace,11/23/2020,02:25,61.4,0.0
bicycle,200,argo hall / discovery hall,11/29/2020,11:20,54.5,0.0
bicycle,450,tioga  ,11/30/2020,03:30,71.8,0.0
bicycle,200,social sciences bldg covered parking,04/06/2020,11:40,55.0,2.0
bicycle,1073,sixth college res hall - ,03/16/2020,13:10,54.8,0.7
bicycle,2000,t. denny sanford medical education and telemedicine center,05/03/2020,20:44,58.2,0.0
bicycle,500,muir biology,05/07/2020,08:37,62.2,0.0
bicycle,799,keeling apartments,05/12/2020,01:30,65.2,0.0
bicycle,850,applied physics and athletics,05/12/2020,15:51,67.0,0.0
bicycle,500,tuolomne apartments,05/05/2020,14:30,65.6,0.0
bicycle,-1,uc san diego health - la jolla,05/15/2020,01:30,65.2,0.0
bicycle,270,biomedical research facility 2,05/16/2020,19:10,80.2,0.0
bicycle,700,one miramar street,05/17/2020,03:45,78.5,0.0
bicycle,700,one miramar street,05/16/2020,19:44,83.6,0.0
bicycle,900,jacobs medical center,05/21/2020,16:40,73.9,0.0
bicycle,900,jacobs medical center,05/21/2020,11:27,67.3,0.0
bicycle,600,stein clinical research building - ,05/29/2020,20:00,76.1,0.0
bicycle,850,mesa nueva - cala,08/30/2020,16:00,64.8,0.0
bicycle,-1,ucsd medical facility - hillcrest,09/02/2020,12:25,61.8,0.1
bicycle,2000,mesa nueva - artesa,09/03/2020,19:17,63.4,0.0
bicycle,250,mesa nueva - cresta,09/01/2020,17:30,66.7,0.0
bicycle,790,nuevo  - tierra,09/09/2020,05:45,60.1,0.0
bicycle,850,nuevo  - tierra,09/09/2020,03:15,70.5,0.0
bicycle,750,4067 miramar street,09/10/2020,04:30,60.1,0.0
bicycle,700,mesa nueva - cala,09/06/2020,14:45,59.5,0.0
bicycle,1550,nuevo  - tierra,09/14/2020,15:44,65.4,0.0
bicycle,148,one miramar street,09/14/2020,11:05,65.4,0.0
bicycle,450,mesa nueva - viento,09/15/2020,14:30,67.9,0.0
bicycle,200,one miramar street,09/17/2020,09:30,68.7,0.0
bicycle,150,regents road,09/17/2020,10:25,64.3,0.0
bicycle,450,"1 miramar st, bldg 1",09/18/2020,15:30,66.3,0.0
bicycle,1000,9388 redwood dr,09/16/2020,17:50,64.9,0.0
bicycle,479,coast apts,09/17/2020,00:00,71.6,0.0
bicycle,399,bonner hall,09/20/2020,17:05,73.5,0.0
bicycle,350,la jolla del sol apts,09/22/2020,02:00,70.4,0.0
bicycle,350,la jolla del sol apts,09/22/2020,06:30,69.5,0.0
bicycle,200,tuolomne apartments,09/25/2020,00:20,78.4,0.0
bicycle,2400,nuevo  - brisa,09/26/2020,01:45,76.6,0.0
bicycle,161,kaleidoscope ,09/27/2020,09:00,70.1,0.0
bicycle,1000,kaleidescope - ,09/25/2020,17:30,66.7,0.0
bicycle,1200,nuevo  - tierra,09/28/2020,16:00,72.5,0.0
bicycle,550,1 miramar st,09/24/2020,17:35,64.0,0.0
bicycle,600,1 miramar street,09/29/2020,12:05,73.3,0.0
bicycle,300,ucsd police department,09/29/2020,11:15,76.3,0.0
